id,nome,nome.1,dia_nasc,mes_nasc,ano_nasc,dia_morte,mes_morte,ano_morte
23302,Manuel da Costa,masculino,,,1956.0,,,
23304,Helio Rola,masculino,,,1936.0,,,
23305,Adélia Borges,feminino,,,,,,
23314,Henri Tribolet,masculino,20.0,4.0,1862.0,,,20.0
23315,Henrique José da Silva,masculino,,,1772.0,29.0,10.0,1834.0
23316,Henrique Manzo,masculino,27.0,12.0,1896.0,,,1982.0
23317,Henrique Oswald,masculino,18.0,6.0,1918.0,12.0,12.0,1965.0
23319,Henry Chamberlain,masculino,,,1796.0,,,1844.0
23323,Viga Gordilho,feminino,8.0,5.0,1953.0,,,
23325,Hilde Weber,feminino,9.0,9.0,1913.0,13.0,12.0,1994.0
23332,Eduard Hildebrandt,masculino,9.0,9.0,1818.0,25.0,10.0,1869.0
23333,Hisao,masculino,,,1937.0,,,
23336,Honélia,feminino,,,1920.0,,,
23339,Antônio da Mata,masculino,7.0,9.0,1972.0,,,
23340,Horácio Hora,masculino,17.0,9.0,1853.0,1.0,3.0,1890.0
23349,Iaperi Araújo,masculino,,,1946.0,,,
23350,Iaponi,masculino,,,1942.0,,,1996.0
23355,Ida Hannemann de Campos,feminino,16.0,6.0,1922.0,,,
23362,Ilsa Monteiro,feminino,,,1935.0,,,
23363,Ilton,masculino,26.0,2.0,1944.0,,,
23367,Ione Fonseca,feminino,,,1917.0,,,
23370,Irene Rolek,feminino,25.0,5.0,1931.0,6.0,8.0,2008.0
23372,Irma Koliver,feminino,,,1939.0,,,
23375,Isaac,masculino,,,1906.0,6.0,7.0,1966.0
23377,Isabel Hilgenberg,feminino,,,,,,
23379,Islan Oliveira,masculino,7.0,9.0,1941.0,,,
23382,Ivan Morais,masculino,,,1936.0,,,
23392,Gentil Garcez,masculino,7.0,6.0,1903.0,21.0,7.0,1992.0
23393,Georg Elpons,masculino,,,1865.0,9.0,7.0,1939.0
23394,Georg Grimm,masculino,,,1846.0,24.0,12.0,1887.0
23395,Georg Marcgraf,masculino,,,1610.0,,,1644.0
23396,George Lothian Hall,masculino,,,1825.0,,,1882.0
23397,Georgete Melhem,feminino,,,1938.0,,,
23400,Geraldo Blay Roizman,masculino,,,1965.0,,,
23402,Geraldo de Souza,masculino,,,1922.0,,,1970.0
23403,Geraldo Décourt,masculino,,,1911.0,,,
23404,Geraldo Jürgensen,masculino,,,1923.0,,,1993.0
23409,Geraldo Porto,masculino,17.0,1.0,1950.0,,,
23412,Gerardenghi,masculino,7.0,8.0,1876.0,24.0,3.0,1957.0
23413,Gerardo Vilaseca,não cadastrado,,,1948.0,,,
23418,Gerson Pompeu,masculino,4.0,1.0,1910.0,16.0,11.0,1978.0
23420,Geza Heller,masculino,,,1902.0,,,1992.0
23428,J. Orlando,masculino,23.0,12.0,1953.0,,,
23431,Leonardo Guelman,não cadastrado,,,,,,
23436,Jacintho Moraes,masculino,,,1917.0,,,1982.0
23437,Gilda Belczak,feminino,,,1944.0,,,1969.0
23438,Gilles Jacquard,masculino,,,1944.0,,,
23440,Gillis Peeters,masculino,,,1612.0,,,1653.0
23441,Jacqmont,masculino,,,1947.0,,,
23446,Gino Bruno,masculino,23.0,9.0,1899.0,8.0,9.0,1977.0
23449,Giovanna Martins,feminino,,,1956.0,,,
23456,Jane Sandes,feminino,,,1951.0,,,
23462,Goebel Weyne,masculino,12.0,11.0,1933.0,7.0,12.0,2012.0
23463,Jayme Cavalcante,masculino,,,1938.0,,,
23465,Goldschmidt,masculino,24.0,2.0,1867.0,,,1952.0
23467,Gracita Garcia Bueno,feminino,17.0,5.0,1954.0,,,
23469,Grauben,feminino,23.0,4.0,1889.0,10.0,3.0,1972.0
23471,Guache Marques,masculino,,,1954.0,,,
23474,Guerino Grosso,masculino,28.0,4.0,1907.0,11.0,3.0,1988.0
23476,Jean Leon Pallière,masculino,1.0,1.0,1823.0,,,1887.0
23480,Jeane Rosenthal,feminino,,,1949.0,,,
23481,Carlos M. Teixeira,não cadastrado,,,,,,
23483,Wagner Morales,masculino,5.0,3.0,1971.0,,,
23485,J. Toledo,masculino,15.0,1.0,1947.0,29.0,9.0,2007.0
23486,Jailton Moreira,masculino,,,1960.0,,,
23492,Guiomar Fagundes,feminino,,,1896.0,,,1975.0
23493,Guita Charifker,feminino,10.0,9.0,1936.0,3.0,2.0,2017.0
23499,Gustave James,masculino,,,1800.0,,,1885.0
23500,Gustavo Dall´Ara,masculino,22.0,12.0,1865.0,30.0,8.0,1923.0
23502,Gustavo Kopp,masculino,15.0,12.0,1891.0,20.0,2.0,1933.0
23503,Guttmann Bicho,masculino,23.0,11.0,1888.0,,,1955.0
23505,Kaiuca,masculino,,,1934.0,,,
23506,Kamilo Aranha,masculino,,,,,,
23507,Karen Silveira,feminino,18.0,9.0,1966.0,,,
23508,Carlos Linde,masculino,,,1830.0,,,1873.0
23509,Karl Plattner,masculino,,,1919.0,,,1989.0
23510,Karl Wilhelm Von Theremin,masculino,,,1784.0,,,1852.0
23513,Kenjiro Masuda,masculino,,,1915.0,,,1960.0
23516,Kogure,masculino,14.0,8.0,1938.0,,,2002.0
23517,Krumholz,masculino,7.0,5.0,1810.0,12.0,1.0,1878.0
23518,Kurt Boiger,masculino,11.0,6.0,1909.0,4.0,8.0,1974.0
23530,Lange de Morretes,masculino,5.0,5.0,1892.0,20.0,1.0,1954.0
23533,Laurabeatriz,feminino,,,1949.0,,,
23542,Lauro César Jardim,masculino,,,1935.0,,,
23544,Lauro Muller,masculino,,,1946.0,,,
23546,Lavínia Gondim,feminino,,,1946.0,,,
23553,Leandro Joaquim,masculino,,,1738.0,,,1798.0
23554,Lecilda Maria Lemos,feminino,29.0,12.0,1946.0,,,
23560,João Alves,masculino,,,1906.0,28.0,6.0,1970.0
23568,João Carlos Favoretto,masculino,6.0,4.0,1947.0,,,
23571,João de Deus Sepúlveda,masculino,,,1700.0,,,1700.0
23573,João Dutra,masculino,19.0,6.0,1893.0,25.0,12.0,1983.0
23575,João Francisco Lopes Rodrigues,masculino,19.0,12.0,1825.0,11.0,10.0,1893.0
23576,João Francisco Muzzi,masculino,,,18.0,,,1802.0
23577,João Ghelfi,masculino,29.0,12.0,1890.0,28.0,8.0,1925.0
23583,João Jordão,masculino,,,1928.0,,,
23585,João José Costa,masculino,,,1931.0,6.0,12.0,2014.0
23586,João Lázaro de Figueiredo,masculino,,,1911.0,,,1981.0
23588,João Luís Oliveira Chaves,masculino,,,1924.0,,,
23592,Mulato Pedro,masculino,,,19.0,,,19.0
23593,João Pilarski,masculino,31.0,12.0,1929.0,4.0,4.0,2004.0
23594,João Wesley,masculino,,,1957.0,,,
23600,Pedro Paulo Domingues,masculino,,,1950.0,,,
23601,João Simeone,masculino,,,1907.0,,,1969.0
23602,João Timotheo da Costa,masculino,24.0,12.0,1879.0,20.0,3.0,1932.0
23609,Joaquim do Rego Monteiro,masculino,,,1903.0,,,1934.0
23611,Joaquim José Codina,masculino,,,1700.0,,,1790.0
23614,Joaquim José de Miranda,masculino,,,18.0,,,19.0
23616,Joel Amaral,masculino,,,1918.0,,,1977.0
23619,John Henry Elliot,masculino,,,1809.0,4.0,5.0,1884.0
23626,Jonas Mesquita,masculino,19.0,6.0,1921.0,,,
23627,Jorapimo,masculino,,,1937.0,,,
23630,Jordão de Oliveira,masculino,13.0,10.0,1900.0,,,1980.0
23631,Jorge de Mendonça,masculino,20.0,4.0,1879.0,23.0,11.0,1933.0
23633,Jorge Luiz,masculino,,,1959.0,,,
23637,Jorge Tavares,masculino,,,1942.0,,,1978.0
23638,Jorge Viriato,masculino,,,1938.0,,,
23644,Lenio Braga,masculino,5.0,6.0,1931.0,,,1973.0
23647,José Assunção,masculino,,,1911.0,,,
23649,José Augusto,masculino,,,,,,
23652,José Carlos Moura,masculino,,,1944.0,,,
23654,Leandro Siena,masculino,,,1964.0,,,
23656,Amalia Giacomini,feminino,10.0,4.0,1974.0,,,
23658,Leo Putz,masculino,18.0,6.0,1869.0,21.0,7.0,1940.0
23659,Leonam Fleury,masculino,,,1951.0,,,
23660,Leôncio da Costa Vieira,masculino,18.0,7.0,1852.0,28.0,9.0,1881.0
23661,Leone Righini,masculino,,,1830.0,,,1884.0
23664,José de Diago,masculino,,,1925.0,,,
23665,José de Dome,masculino,29.0,12.0,1921.0,,,1982.0
23671,José de Freitas,masculino,14.0,12.0,1935.0,,,1989.0
23672,José de Moura,masculino,21.0,8.0,1944.0,,,
23675,José de Oliveira Rosa,masculino,,,1690.0,,,1769.0
23676,Paulo Silveira,masculino,,,,,,
23677,Leopoldo Raimo,masculino,25.0,11.0,1912.0,18.0,10.0,2001.0
23678,José Eloy Iglésias Comesanha,masculino,,,,,,
23679,Zé Fernandes,masculino,,,1928.0,,,2010.0
23680,Letícia Lucena,feminino,28.0,9.0,1965.0,,,
23681,José Ferraz Pompeu,masculino,6.0,6.0,1915.0,,,
23683,José Gamarra,masculino,,,1943.0,,,
23684,José García Espinosa,masculino,6.0,10.0,1922.0,14.0,4.0,2008.0
23689,José Inácio,masculino,19.0,6.0,1911.0,1.0,8.0,2007.0
23694,Libório Lázaro Lial,masculino,,,18.0,,,18.0
23695,Lydio Bandeira de Mello,masculino,20.0,6.0,1929.0,,,
23696,José Joaquim da Rocha,masculino,,,1737.0,,,1807.0
23697,José Joaquim Freire,masculino,,,1760.0,,,1847.0
23700,José Leandro de Carvalho,masculino,,,1770.0,8.0,11.0,1834.0
23703,José Maria de Medeiros,masculino,3.0,9.0,1849.0,,,1925.0
23705,José Maria,masculino,13.0,4.0,1935.0,16.0,9.0,1985.0
23706,José Mesquita,masculino,15.0,3.0,1948.0,,,
23709,José Nasser Hissa,masculino,,,,,,
23712,José Patrício da Silva Manso,masculino,,,1753.0,,,1801.0
23721,José Pinto,masculino,,,1932.0,,,
23725,José Ronaldo Lima,masculino,,,1939.0,,,
23734,José Tiago,masculino,,,1930.0,,,
23735,Diego Rivera,masculino,8.0,12.0,1886.0,24.0,11.0,1957.0
23740,Loide Hortência Wagner,feminino,15.0,2.0,1943.0,,,
23742,Josildo Dias,masculino,,,1963.0,,,
23746,Ju Côrte Real,masculino,6.0,7.0,1949.0,5.0,6.0,2012.0
23748,Juarez Paraíso,masculino,,,1934.0,,,
23752,Juca de Lima,masculino,9.0,2.0,1926.0,28.0,2.0,2018.0
23754,Lopes de Leão,masculino,31.0,8.0,1889.0,,,1964.0
23762,João Bosco,masculino,5.0,2.0,1956.0,,,
23767,Juliana Neves Hoffmann,feminino,1.0,3.0,1965.0,,,
23770,Lotus Lobo,feminino,,,1943.0,,,
23772,Júlio Ghiorzi,masculino,,,1962.0,,,
23775,Louis Auguste Moreaux,masculino,,,1818.0,,,1877.0
23779,Louis Buvelot,masculino,3.0,3.0,1814.0,30.0,5.0,1888.0
23781,Louise Visconti,feminino,,,1882.0,,,1954.0
23782,Júnia de Araújo Almeida e Silva,feminino,,,1965.0,,,
23801,Gao Shiming,masculino,,,,,,
23820,Lucília Fraga,feminino,6.0,11.0,1895.0,11.0,7.0,1979.0
23827,Ludwig Czerny,não cadastrado,,,1821.0,,,1889.0
23839,Luís Soares,masculino,,,1875.0,,,1948.0
23841,Foujita,masculino,,,1886.0,,,1968.0
23843,Mânlio Benedetti,masculino,26.0,9.0,1894.0,,,1942.0
23847,Manoel Bandeira,masculino,,,1900.0,,,1964.0
23848,Manuel Calvo Abad,masculino,,,1934.0,,,
23849,Manoel Costa,masculino,10.0,5.0,1943.0,,,
23851,Manoel Lopes Rodrigues,masculino,31.0,12.0,1860.0,22.0,10.0,1917.0
23854,Luiz Barth,masculino,,,1941.0,,,
23855,Manoel Victor de Jesus,masculino,,,1700.0,27.0,4.0,1828.0
23861,Manuel da Cunha,masculino,,,1737.0,27.0,4.0,1809.0
23864,Manuel Dias de Oliveira,masculino,,,1764.0,,,1837.0
23865,Manuel Faria Leal,masculino,21.0,5.0,1938.0,,,
23872,Luiz de Freitas,masculino,,,1868.0,26.0,11.0,1962.0
23887,Márcia Moura,feminino,,,,,,
23890,Luiz Graner,masculino,,,1863.0,,,1929.0
23893,Márcio Antonon,masculino,,,1955.0,,,
23901,Marcantonio Vilaça,masculino,30.0,8.0,1962.0,1.0,1.0,2000.0
23902,Luiz Norões,masculino,15.0,4.0,1954.0,,,1989.0
23914,Marcos Garcia,masculino,22.0,2.0,1950.0,,,
23918,Marcus Francisco,masculino,,,1950.0,,,1981.0
23921,Genário Barbosa Oliveira,masculino,,,,,,
23927,José Gomes,masculino,,,1968.0,,,
23928,Jurandir Raimundo de Sousa,não cadastrado,,,,,,
23936,M. Jussier,masculino,,,1943.0,,,
23937,Margaret Spence,feminino,,,1914.0,,,
23938,Mari Yoshimoto,feminino,,,1931.0,30.0,3.0,1992.0
23940,Maria Amélia D'Assumpção,masculino,,,1879.0,3.0,9.0,1955.0
23941,Maria Amélia Vieira,feminino,9.0,5.0,1955.0,,,
23943,Maria Bueno de Mello,feminino,28.0,11.0,1919.0,,,
23946,Maria Cecília,feminino,,,1928.0,,,
23954,Maria de Lourdes Novais,feminino,,,1923.0,,,
23958,Maria dos Anjos,feminino,,,1949.0,,,
23967,Paulo Caruso,masculino,,,1949.0,,,
23969,Luís Lorenzon,não cadastrado,,,,,,
23972,Maria Helena Motta Paes,feminino,,,1937.0,8.0,1.0,2005.0
23974,Maria Inês Kliemann,feminino,,,1943.0,,,
23975,Maria José Fonseca,feminino,,,1942.0,,,
23976,Maria Laura Radspiller,feminino,,,1925.0,,,
23982,Maria Luiza Leão,feminino,,,1932.0,,,
23984,Maria Luiza Pompeu,feminino,9.0,2.0,1883.0,26.0,8.0,1966.0
23988,Maria Nogueira Pompeu,feminino,,,1899.0,,,
23990,Maria Tereza Vieira,feminino,,,1932.0,,,
23992,Maria Vasco,feminino,19.0,2.0,1879.0,21.0,11.0,1965.0
23996,Marilda Passos,feminino,18.0,2.0,1948.0,,,
23997,Marilene Laubenstein,feminino,14.0,11.0,1942.0,,,
24002,Marília Giannetti Torres,feminino,,,1925.0,8.0,12.0,2010.0
24005,Marina Godoy,feminino,20.0,7.0,1959.0,,,
24015,Mário Baratta,masculino,,,1915.0,,,1983.0
24016,Mário Barbosa,masculino,,,1880.0,24.0,10.0,1917.0
24027,Luiz Martins,masculino,,,,,,
24033,Mário Nunes,masculino,,,1889.0,,,1982.0
24034,Mario Orlando P. Santos Pagnuzzi,masculino,,,1940.0,,,
24035,Mário Röhnelt,masculino,15.0,12.0,1950.0,,,
24037,Mario Toral,masculino,12.0,2.0,1934.0,,,
24039,Mario Ybarra de Almeida,masculino,23.0,10.0,1893.0,4.0,1.0,1952.0
24040,Marisa Innecco,feminino,28.0,3.0,1942.0,,,
24044,Mariza Trancoso,feminino,16.0,9.0,1939.0,,,
24045,Marjô,feminino,,,1911.0,,,1999.0
24047,Marques Júnior,masculino,27.0,5.0,1887.0,13.0,12.0,1960.0
24052,Marta Oliveira,feminino,,,1960.0,,,
24055,Jamie Delano,não cadastrado,,,,,,
24060,Gunnar B. Kvaran,masculino,,,,,,
24063,Mary Slessor,feminino,,,1946.0,,,
24070,Massao Okinaka,masculino,27.0,3.0,1913.0,28.0,7.0,2000.0
24077,Maurício Coutinho,masculino,16.0,8.0,1960.0,,,
24085,Mauro Claro,masculino,30.0,1.0,1955.0,,,
24086,Mauro Ferreira,masculino,3.0,9.0,1958.0,,,
24087,Max,masculino,,,1949.0,,,
24095,Mazé Mendes,não cadastrado,,,1950.0,,,
24098,Meyer Filho,masculino,4.0,12.0,1919.0,22.0,6.0,1991.0
24102,Taden Lira,masculino,19.0,3.0,1954.0,,,
24103,Quinsac Monvoisin,masculino,3.0,8.0,1794.0,26.0,3.0,1870.0
24104,Takahashi,masculino,,,1908.0,,,1977.0
24105,Mick Carnicelli,masculino,10.0,10.0,1893.0,31.0,5.0,1967.0
24107,Takaki,masculino,15.0,7.0,1914.0,,,
24110,Miguelzinho Dutra,masculino,15.0,8.0,1812.0,22.0,9.0,1875.0
24112,Takeshi Suzuki,masculino,11.0,11.0,1908.0,,,1987.0
24114,Milton Afonso,masculino,11.0,10.0,1929.0,,,
24117,Tamaki,masculino,14.0,3.0,1916.0,4.0,1.0,1979.0
24123,Raimundo Cela,masculino,19.0,7.0,1890.0,6.0,6.0,1954.0
24125,Salvador Caruso,masculino,,,1906.0,,,1951.0
24129,Raimundo da Costa e Silva,masculino,,,18.0,,,19.0
24135,Salvador Parlagreco,masculino,,,1871.0,,11.0,1953.0
24142,Tânia Vidigal,feminino,6.0,2.0,1955.0,,,
24144,Pacheco Ferraz,masculino,13.0,9.0,1904.0,,,2006.0
24148,Roberto Sambonet,masculino,20.0,10.0,1924.0,,,1995.0
24150,Teixeira da Rocha,masculino,15.0,10.0,1863.0,26.0,4.0,1941.0
24151,Mirabeau Sampaio,masculino,18.0,11.0,1911.0,7.0,1.0,1993.0
24152,Miranda,masculino,,,1907.0,,,1985.0
24158,Telles Júnior,masculino,,,1851.0,1.0,5.0,1914.0
24161,Telmo Lanes,masculino,,,1955.0,,,
24165,Teófilo de Jesus,masculino,,,1758.0,,,1847.0
24171,Moacir Andrade,masculino,17.0,3.0,1927.0,27.0,7.0,2016.0
24173,Terciliano Jr.,masculino,,,1939.0,,,
24174,Moby,masculino,,,1922.0,,,1978.0
24184,Teresa Duarte,feminino,,,1962.0,,,
24188,Teresinha Soares,feminino,,,1927.0,,,
24189,Sampaio Peixoto,não cadastrado,,,1835.0,,,1914.0
24191,Tereza Costa Rêgo,feminino,28.0,4.0,1929.0,26.0,7.0,2020.0
24197,Raimundo Kampos,masculino,,,1918.0,,,
24199,Raimundo Lewin Jaskulski,masculino,11.0,6.0,1915.0,1.0,8.0,1998.0
24205,Morilo,masculino,19.0,8.0,1925.0,,,
24208,Mourillo,masculino,9.0,11.0,1964.0,,,
24210,Moussia,feminino,,,1910.0,3.0,1.0,1986.0
24211,Paolo Maranca,masculino,28.0,2.0,1938.0,19.0,8.0,2006.0
24213,Mugnaini,masculino,16.0,5.0,1895.0,25.0,5.0,1975.0
24217,Paolo Rissone,masculino,,,1925.0,,,
24220,Raphael,masculino,,,1912.0,,,1979.0
24222,Papas Stéfanos,masculino,18.0,12.0,1948.0,,,
24225,Octavio Hurtado,masculino,,,,,,
24227,Octo Marques,masculino,,,1916.0,22.0,4.0,1988.0
24229,Raphael Galvez,masculino,18.0,2.0,1907.0,19.0,5.0,1998.0
24233,Luiza Fontoura,feminino,10.0,7.0,1931.0,,,
24235,Patricia Figueiredo,feminino,,,1945.0,,,
24237,Oehlmeyer,masculino,31.0,5.0,1909.0,4.0,10.0,1967.0
24238,Rapoport,masculino,,,1929.0,,,
24244,Olga Mary Pedrosa,feminino,,,1891.0,,,1963.0
24247,Raul Deveza,masculino,14.0,9.0,1891.0,9.0,3.0,1952.0
24250,Olímpio dos Santos Bezerra,masculino,26.0,7.0,1951.0,,,
24251,Oliva,masculino,3.0,1.0,1957.0,,,
24255,Theresinha,feminino,,,1935.0,,,
24260,Olly Reinheimer,feminino,28.0,1.0,1914.0,,,1986.0
24262,Raul Porto,masculino,23.0,8.0,1936.0,29.0,11.0,1999.0
24266,Paula Alzugaray,feminino,25.0,10.0,1966.0,,,
24267,Thetis Selingardi,feminino,,,1954.0,,,
24268,Óppido,masculino,25.0,5.0,1906.0,15.0,10.0,1988.0
24270,Oreste Pezotti,masculino,,,1903.0,,,1966.0
24272,Thomas Driendl,masculino,2.0,4.0,1849.0,,2.0,1916.0
24276,Paula Mastroberti,feminino,,12.0,1962.0,,,
24287,Regina Graz,feminino,,,1897.0,,,1973.0
24288,Lya,feminino,2.0,1.0,1935.0,,,
24294,Paulo Amaral,masculino,,,1953.0,,,
24298,Regina Rennó,feminino,29.0,1.0,1955.0,,,
24299,Osni Soares,masculino,,,,,,
24307,Nadir da Costa,feminino,13.0,10.0,1944.0,,,
24309,Reginald,masculino,,,1945.0,,,
24314,Oswaldo Medeiros,masculino,,,1955.0,,,
24319,Nakajima,masculino,9.0,4.0,1934.0,,,
24320,José dos Reis Carvalho,masculino,,,1800.0,,,1893.0
24322,Oswaldo Santana,masculino,,,1958.0,,,
24325,Reis Júnior,masculino,5.0,4.0,1903.0,,,1985.0
24333,Paulo Chimendes,masculino,,,1954.0,,,
24335,Navarro y Cañizares,masculino,,,,23.0,10.0,1913.0
24336,Santa-Olalla,masculino,,,1870.0,4.0,4.0,1895.0
24348,Otoni Gali Rosa,masculino,24.0,1.0,1939.0,,,
24350,Otoni Mesquita,masculino,27.0,7.0,1953.0,,,
24351,William Gore Ouseley,masculino,26.0,7.0,1797.0,6.0,3.0,1866.0
24353,Neide Dias de Sá,feminino,2.0,11.0,1940.0,,,
24361,Paulo Gagarin,masculino,,,1885.0,,,1980.0
24374,Uragami,masculino,,,1918.0,,,2004.0
24375,Renato Heuser,masculino,,,1953.0,,,
24376,Nelson Padrella,masculino,11.0,10.0,1938.0,,,
24377,Ursula Hamburger,feminino,,,1936.0,,,
24381,Sara Carone,feminino,,,1945.0,,,
24384,Rene Bittencourt,masculino,9.0,3.0,1931.0,,,
24390,Paulo Laport,masculino,,,1951.0,,,
24394,Sara Malenchini,feminino,2.0,6.0,1955.0,,,
24395,Nelson Wiegert,masculino,,,1940.0,,,
24396,Ricardo Barreto,masculino,,,1950.0,,,
24399,Nena Rampazzo,feminino,8.0,2.0,1933.0,,,
24400,Cruzeiro,masculino,26.0,5.0,1965.0,,,
24403,Toshifumi Nakano,masculino,,,1949.0,,,
24408,Ricardo Filgueiras,masculino,,,,,,
24411,Van Rogger,masculino,,,1914.0,,,1983.0
24416,Vanda Pinheiro,feminino,,,1930.0,,,
24418,Tsukika Okayama,feminino,,,1908.0,,8.0,1997.0
24420,Paulo Pedro Leal,masculino,,,1894.0,28.0,10.0,1968.0
24421,Neuza,feminino,,,,,,
24426,Paulo Porcella,masculino,,,1936.0,,,
24434,Satika,não cadastrado,,,1958.0,,,
24445,Nice Firmeza,feminino,,,1921.0,,,
24449,Nice Nascimento,feminino,1.0,7.0,1938.0,15.0,5.0,1999.0
24451,Nicola Petti,masculino,9.0,5.0,1904.0,31.0,7.0,1984.0
24452,Nicolas Antoine Taunay,masculino,10.0,2.0,1755.0,20.0,3.0,1830.0
24454,Saulo Antônio,masculino,,,1961.0,,,
24457,Pedro Bruno,masculino,14.0,10.0,1888.0,2.0,2.0,1949.0
24458,Pedro Campofiorito,masculino,29.0,6.0,1875.0,17.0,5.0,1945.0
24459,Nicota Bayeux,feminino,,,1870.0,,,1923.0
24466,Savério,masculino,,,1934.0,,,
24467,Nilo Previdi,masculino,,,1913.0,,,1982.0
24473,Pedro Luiz Correia de Araújo,masculino,,,1874.0,,,1955.0
24477,Nisete Sampaio,feminino,5.0,2.0,1938.0,,,
24479,Noêmia Mota,feminino,,,1941.0,,,
24480,Noemia Mourão,feminino,15.0,2.0,1912.0,21.0,8.0,1992.0
24485,Norha Beltrán,feminino,26.0,4.0,1929.0,24.0,11.0,2016.0
24491,Jorge Fonseca,masculino,23.0,10.0,1966.0,,,
24496,Vanderlei Zalochi,masculino,11.0,4.0,1944.0,,,
24498,Vania Ferro,feminino,8.0,4.0,1947.0,,,
24503,Pedro Peres,masculino,10.0,11.0,1850.0,23.0,3.0,1923.0
24505,Vera Barros,feminino,24.0,11.0,1952.0,,,
24507,Vera Bonnemasou,feminino,15.0,10.0,1935.0,,,
24510,Vera Goulart,feminino,18.0,11.0,1954.0,,,
24511,Vera Grinberg,feminino,10.0,5.0,1945.0,,,
24516,Zé Alves,masculino,,,1958.0,,,
24520,Zé Cassio,masculino,,,1954.0,,,
24522,Veríssimo de Freitas,masculino,,,1758.0,1.0,6.0,1806.0
24524,Vicent Ibberson,masculino,,,,,,
24527,Zé Inácio,masculino,,,1927.0,,,
24528,Vicente Leite,masculino,6.0,8.0,1900.0,15.0,10.0,1941.0
24531,Vicente Mecozzi,masculino,8.0,2.0,1909.0,,,1964.0
24533,Pellegrin,masculino,,,1953.0,,,
24536,Waldemar Rosa,masculino,,,1916.0,,,1989.0
24537,Zek,masculino,27.0,6.0,1901.0,26.0,1.0,1970.0
24538,Percy Lau,masculino,,,1903.0,,,1972.0
24540,Waldeni Elias,masculino,,,1930.0,,,
24548,Sebastião Rodrigues,masculino,,,1954.0,,,
24549,Péricles Rocha,masculino,,,1946.0,,,
24551,Waldir Mattos,masculino,,,1916.0,,,
24552,Victor Gerhard,masculino,3.0,5.0,1936.0,,,
24554,Emeric Essex Vidal,masculino,29.0,3.0,1791.0,7.0,5.0,1861.0
24557,Villaronga,masculino,,,1809.0,,,1894.0
24558,Vinet,masculino,9.0,9.0,1817.0,14.0,3.0,1876.0
24570,Walter Fernandes,masculino,8.0,5.0,1954.0,,,
24574,Virginia Artigas,feminino,,,1915.0,,,1990.0
24576,Virgínia de Paula,feminino,,,1949.0,,,
24580,Walter Miranda,masculino,12.0,4.0,1954.0,,,
24581,Virgínia Pinheiro,feminino,8.0,5.0,1944.0,,,
24582,Pietro Strina,masculino,23.0,12.0,1874.0,7.0,8.0,1927.0
24585,Píndaro Castelo Branco,masculino,,,1930.0,,,
24590,Walter Tommasi,masculino,1.0,12.0,1951.0,,,
24597,Zina Aita,feminino,,,1900.0,,,1968.0
24598,Wanda,feminino,17.0,10.0,1928.0,,,
24600,Pinto Bandeira,masculino,9.0,3.0,1863.0,28.0,8.0,1896.0
24604,Zina Graziano,não cadastrado,,,,,,
24606,Vivaldo Ramos,masculino,,,1916.0,26.0,5.0,1993.0
24615,Wash,masculino,,,1937.0,,,
24617,Ricardo Homen,masculino,,,1961.0,,,
24618,Ricardo Koch,masculino,16.0,1.0,1900.0,21.0,2.0,1976.0
24619,Ricardo Krieger,masculino,8.0,5.0,1949.0,2.0,12.0,1991.0
24620,Ricardo Laterza,masculino,,,1957.0,,,
24621,Richard Bate,masculino,,,1775.0,22.0,8.0,1856.0
24622,Richard de Sousa,masculino,,,1960.0,,,
24627,Rita Rosenmayer,feminino,,,1928.0,,,
24628,Rizzotti,masculino,15.0,8.0,1909.0,12.0,5.0,1972.0
24632,Roberto de Souza,masculino,,,1935.0,,,
24634,Roberto Gil,masculino,,,1899.0,,,1990.0
24635,Zizi Sapateiro,masculino,,,1927.0,27.0,9.0,2007.0
24637,Plínio Bernhardt,masculino,,,1927.0,14.0,4.0,2004.0
24648,Roberto Vieira,masculino,,,1939.0,,,
24650,Robson Xavier,masculino,20.0,3.0,1970.0,,,
24652,Paulo Lima Buenoz,masculino,6.0,12.0,1955.0,,,
24656,Rodolfo Chambelland,masculino,29.0,7.0,1879.0,31.0,8.0,1967.0
24658,Yen Yordi,feminino,,,1946.0,,,
24661,Rogério Martins,masculino,13.0,1.0,1956.0,,,
24663,Rogério Nazári,masculino,,,1951.0,,,
24664,Roma Drumond,feminino,,,1957.0,,,
24666,Romanita Disconzi,feminino,,,1940.0,,,
24669,Rômulo Bruzzi,masculino,4.0,5.0,1963.0,,,1993.0
24671,Rômulo Cardozo,masculino,16.0,5.0,1948.0,,,
24678,Yvonne Visconti Cavalleiro,feminino,14.0,7.0,1901.0,,,1965.0
24679,Ronaldo Macedo,masculino,,,1950.0,,,
24681,Sylvio Alves,masculino,26.0,9.0,1926.0,,,
24682,Sylvia Martins,feminino,,,1954.0,,,
24683,Roos,masculino,25.0,5.0,1947.0,,,
24686,Rosalbino Santoro,masculino,,,1863.0,,,
24688,Rosali Plentz,feminino,,,1958.0,,,
24689,Rosalvo Ribeiro,masculino,26.0,11.0,1865.0,29.0,3.0,1915.0
24693,Cecile Dyer,feminino,,,,,,
24698,Rose Catão,feminino,,,,,,
24700,Suzana A. Sommer,feminino,,,1945.0,,,
24706,Rossi Osir,masculino,,,1890.0,,,1959.0
24707,Sérgio Bleik,masculino,5.0,9.0,1968.0,,,
